,image_name,width,height,x0,y0,x1,y1,is_valid,box_area,resolution,label,face_count
1928,00000045.jpg,1600,1167,193,140,654,540,True,184400,"(1600, 1167)",1.0,1
1929,00000051.jpg,700,375,42,14,377,223,True,70015,"(700, 375)",1.0,1
1930,00002120.jpg,700,1050,302,367,387,515,True,12580,"(700, 1050)",1.0,1
1931,00000737.jpg,662,576,147,25,221,99,True,5476,"(662, 576)",1.0,1
1940,00002875.jpg,360,254,128,31,228,112,True,8100,"(360, 254)",1.0,1
1941,00000910.jpg,2000,1333,498,250,1588,1096,True,922140,"(2000, 1333)",1.0,1
1942,00001398.jpg,1300,1062,272,49,1013,737,True,509808,"(1300, 1062)",1.0,1
1943,00000086.jpg,1300,867,446,52,650,211,True,32436,"(1300, 867)",1.0,1
1944,00002691.jpg,650,650,94,78,575,637,True,268879,"(650, 650)",0.0,0
1945,00002685.jpg,823,576,240,117,412,257,True,24080,"(823, 576)",1.0,1
1947,00001165.jpg,1100,824,127,312,237,407,True,10450,"(1100, 824)",1.0,1
1953,00001603.jpg,390,280,46,65,126,132,True,5360,"(390, 280)",1.0,1
1954,00003000.jpg,600,338,351,1,561,113,True,23520,"(600, 338)",1.0,1
1955,00000509.jpg,612,408,273,157,407,258,True,13534,"(612, 408)",1.0,1
1960,00001617.jpg,390,280,63,63,234,206,True,24453,"(390, 280)",1.0,1
1961,00001171.jpg,682,1024,223,253,356,481,True,30324,"(682, 1024)",1.0,1
1962,00002478.jpg,600,412,45,48,193,167,True,17612,"(600, 412)",1.0,1
1964,00001159.jpg,1024,682,419,92,771,360,True,94336,"(1024, 682)",1.0,1
1965,00002336.jpg,250,326,100,42,145,110,True,3060,"(250, 326)",1.0,1
1966,00000521.jpg,1184,790,684,112,1145,470,True,165038,"(1184, 790)",1.0,1
1971,00000535.jpg,1600,1167,1039,108,1481,483,True,165750,"(1600, 1167)",1.0,1
1976,00002322.jpg,700,350,1,12,566,345,True,188145,"(700, 350)",1.0,1
1977,00002493.jpg,715,536,317,208,483,350,True,23572,"(715, 536)",1.0,1
1978,00001824.jpg,600,495,309,31,398,116,True,7565,"(600, 495)",1.0,1
1979,00001830.jpg,1000,667,348,64,721,360,True,110408,"(1000, 667)",1.0,1
1980,00002487.jpg,533,800,187,58,303,261,True,23548,"(533, 800)",1.0,1
1981,00002486.jpg,600,400,228,61,356,160,True,12672,"(600, 400)",1.0,1
1982,00000285.jpg,867,1300,437,392,599,670,True,45036,"(867, 1300)",1.0,1
1983,00002492.jpg,362,512,222,89,266,161,True,3168,"(362, 512)",1.0,1
1984,00001825.jpg,2000,1334,463,167,1282,802,True,520065,"(2000, 1334)",1.0,1
1985,00001819.jpg,1024,682,365,24,557,172,True,28416,"(1024, 682)",1.0,1
1986,00002323.jpg,1331,1080,360,203,1085,888,True,496625,"(1331, 1080)",1.0,1
1987,00002445.jpg,385,450,156,105,204,168,True,3024,"(385, 450)",1.0,1
1988,00002451.jpg,1800,1200,204,1,1506,884,True,1149666,"(1800, 1200)",1.0,1
1989,00001158.jpg,533,849,199,1,370,304,True,51813,"(533, 849)",1.0,1
1990,00000520.jpg,400,290,299,93,374,156,True,4725,"(400, 290)",1.0,1
1996,00000508.jpg,1500,1000,273,307,622,578,True,94579,"(1500, 1000)",1.0,1
2006,00003001.jpg,940,529,376,108,556,224,True,20880,"(940, 529)",1.0,1
2007,00001170.jpg,1300,957,431,138,797,452,True,114924,"(1300, 957)",1.0,1
2008,00001164.jpg,1600,1156,1055,92,1222,236,True,24048,"(1600, 1156)",1.0,1
2009,00001602.jpg,612,408,144,107,400,310,True,51968,"(612, 408)",1.0,1
2010,00002684.jpg,1024,682,266,118,510,303,True,45140,"(1024, 682)",1.0,1
2012,00000939.jpg,960,678,515,37,615,117,True,8000,"(960, 678)",1.0,1
2013,00002848.jpg,337,450,132,29,176,97,True,2992,"(337, 450)",1.0,1
2014,00000087.jpg,870,580,108,41,359,235,True,48694,"(870, 580)",1.0,1
2016,00001399.jpg,433,650,84,70,215,293,True,29213,"(433, 650)",1.0,1
2017,00002860.jpg,900,675,678,160,770,240,True,7360,"(900, 675)",1.0,1
2020,00002874.jpg,2048,2048,497,583,1158,1352,True,508309,"(2048, 2048)",1.0,1
2021,00002647.jpg,1000,1294,415,321,643,657,True,76608,"(1000, 1294)",1.0,1
2022,00000050.jpg,1065,1300,425,209,593,447,True,39984,"(1065, 1300)",1.0,1
2023,00001428.jpg,590,885,201,89,382,406,True,57377,"(590, 885)",1.0,1
2024,00002121.jpg,359,254,74,17,156,84,True,5494,"(359, 254)",1.0,1
2025,00002135.jpg,792,1200,521,189,648,409,True,27940,"(792, 1200)",1.0,1
2027,00000044.jpg,873,580,314,70,626,311,True,75192,"(873, 580)",1.0,1
2028,00002653.jpg,1000,1500,434,146,755,706,True,179760,"(1000, 1500)",1.0,1
2029,00001372.jpg,270,420,96,28,129,87,True,1947,"(270, 420)",1.0,1
2030,00003203.jpg,612,408,299,240,413,329,True,10146,"(612, 408)",1.0,1
2036,00001400.jpg,2000,1333,540,178,1026,555,True,183222,"(2000, 1333)",1.0,1
2037,00003217.jpg,1024,683,341,240,569,417,True,40356,"(1024, 683)",1.0,1
2039,00001366.jpg,800,568,269,90,499,276,True,42780,"(800, 568)",1.0,1
2040,00002928.jpg,1200,630,824,319,1097,486,True,45591,"(1200, 630)",1.0,1
2041,00002096.jpg,600,420,221,37,377,163,True,19656,"(600, 420)",1.0,1
2042,00000681.jpg,650,433,387,100,509,194,True,11468,"(650, 433)",1.0,1
2046,00000859.jpg,891,980,185,125,458,475,True,95550,"(891, 980)",1.0,1
2047,00002914.jpg,1070,580,611,109,849,260,True,35938,"(1070, 580)",1.0,1
2048,00000642.jpg,1200,800,235,170,465,349,True,41170,"(1200, 800)",1.0,1
2055,00001548.jpg,3896,5999,1675,1118,2582,2743,True,1473875,"(3896, 5999)",1.0,1
2056,00000656.jpg,700,525,149,243,298,373,True,19370,"(700, 525)",1.0,1
2061,00002727.jpg,868,1300,496,356,592,525,True,16224,"(868, 1300)",1.0,1
2063,00003439.jpg,612,409,241,60,417,194,True,23584,"(612, 409)",1.0,1
2064,00000118.jpg,951,1000,321,127,547,398,True,61246,"(951, 1000)",1.0,1
2065,00003377.jpg,390,280,56,18,139,88,True,5810,"(390, 280)",1.0,1
2068,00002069.jpg,1500,1203,1,47,683,728,True,464442,"(1500, 1203)",1.0,1
2069,00001560.jpg,1470,980,563,194,905,460,True,90972,"(1470, 980)",1.0,1
2070,00003405.jpg,360,239,162,24,241,84,True,4740,"(360, 239)",1.0,1
2073,00001212.jpg,612,423,269,44,391,145,True,12322,"(612, 423)",1.0,1
2074,00002294.jpg,1050,1400,188,73,699,866,True,405223,"(1050, 1400)",1.0,1
2075,00002280.jpg,1000,750,593,62,846,283,True,55913,"(1000, 750)",1.0,1
2076,00001789.jpg,1000,667,1,1,676,348,True,234225,"(1000, 667)",0.0,0
2077,00001951.jpg,500,333,198,122,317,214,True,10948,"(500, 333)",1.0,1
2078,00001979.jpg,612,424,195,57,383,209,True,28576,"(612, 424)",1.0,1
2079,00001986.jpg,800,582,176,21,673,442,True,209237,"(800, 582)",1.0,1
2080,00001038.jpg,721,720,277,11,476,242,True,45969,"(721, 720)",1.0,1
2081,00002525.jpg,1200,800,99,46,839,621,True,425500,"(1200, 800)",1.0,1
2082,00002243.jpg,750,500,166,28,298,130,True,13464,"(750, 500)",1.0,1
2083,00001762.jpg,722,1390,322,179,435,434,True,28815,"(722, 1390)",1.0,1
2084,00003175.jpg,1000,1500,631,372,744,566,True,21922,"(1000, 1500)",1.0,1
2085,00001010.jpg,1120,1680,345,441,784,1191,True,329250,"(1120, 1680)",1.0,1
2086,00003161.jpg,508,340,125,77,253,178,True,12928,"(508, 340)",1.0,1
2087,00001776.jpg,591,519,259,26,352,122,True,8928,"(591, 519)",1.0,1
2088,00003159.jpg,960,641,339,106,809,479,True,175310,"(960, 641)",1.0,1
2089,00002247.jpg,640,357,563,108,639,201,True,7068,"(640, 357)",1.0,1
2090,00001996.jpg,1500,1101,607,108,882,343,True,64625,"(1500, 1101)",1.0,1
2091,00001028.jpg,1000,667,295,123,704,440,True,129653,"(1000, 667)",1.0,1
2092,00002521.jpg,1024,683,350,81,633,301,True,62260,"(1024, 683)",1.0,1
2093,00002535.jpg,960,720,459,66,708,282,True,53784,"(960, 720)",0.0,0
2094,00000322.jpg,800,582,315,66,522,241,True,36225,"(800, 582)",1.0,1
2095,00001982.jpg,626,417,311,12,473,137,True,20250,"(626, 417)",1.0,1
2096,00001772.jpg,1335,2000,553,143,832,629,True,135594,"(1335, 2000)",1.0,1
2097,00003165.jpg,262,280,75,197,119,250,True,2332,"(262, 280)",1.0,1
2108,00001014.jpg,1200,1800,278,80,691,786,True,291578,"(1200, 1800)",1.0,1
2109,00002509.jpg,390,480,151,60,216,154,True,6110,"(390, 480)",1.0,1
2110,00003171.jpg,682,1023,415,360,532,565,True,23985,"(682, 1023)",1.0,1
2111,00001766.jpg,1600,1157,676,19,945,246,True,61063,"(1600, 1157)",1.0,1
2113,00000478.jpg,1023,819,437,135,788,462,True,114777,"(1023, 819)",1.0,1
2114,00001955.jpg,640,797,98,48,396,480,True,128736,"(640, 797)",1.0,1
2116,00001941.jpg,861,1300,311,43,576,508,True,123225,"(861, 1300)",1.0,1
2117,00001799.jpg,333,519,43,88,217,396,True,53592,"(333, 519)",1.0,1
2118,00001969.jpg,667,1024,259,91,443,412,True,59064,"(667, 1024)",1.0,1
2119,00002723.jpg,1000,1500,231,175,641,874,True,286590,"(1000, 1500)",1.0,1
2120,00000652.jpg,920,634,482,66,593,155,True,9879,"(920, 634)",1.0,1
2123,00002045.jpg,1500,1000,1191,257,1497,559,True,92412,"(1500, 1000)",1.0,1
2129,00002051.jpg,345,520,149,66,207,167,True,5858,"(345, 520)",1.0,1
2130,00001558.jpg,500,333,285,16,404,108,True,10948,"(500, 333)",1.0,1
2131,00000120.jpg,736,1104,344,234,448,420,True,19344,"(736, 1104)",1.0,1
2132,00003429.jpg,300,450,67,16,129,124,True,6696,"(300, 450)",1.0,1
2134,00002737.jpg,1800,1200,1461,536,1727,742,True,54796,"(1800, 1200)",1.0,1
2137,00001216.jpg,236,354,101,3,158,97,True,5358,"(236, 354)",0.0,0
2138,00001570.jpg,590,393,298,100,370,156,True,4032,"(590, 393)",1.0,1
2139,00001564.jpg,866,1390,327,83,599,580,True,135184,"(866, 1390)",1.0,1
2140,00002938.jpg,550,309,21,29,278,205,True,45232,"(550, 309)",1.0,1
2144,00002086.jpg,300,450,46,21,171,240,True,27375,"(300, 450)",1.0,1
2145,00000849.jpg,636,1024,296,36,375,184,True,11692,"(636, 1024)",1.0,1
2146,00002092.jpg,626,418,374,35,540,163,True,21248,"(626, 418)",0.0,0
2147,00002904.jpg,2048,1365,965,371,1402,710,True,148143,"(2048, 1365)",1.0,1
2148,00000875.jpg,800,582,513,153,711,321,True,33264,"(800, 582)",1.0,1
2149,00002910.jpg,480,320,120,195,191,250,True,3905,"(480, 320)",1.0,1
2153,00002657.jpg,236,354,93,45,169,177,True,10032,"(236, 354)",1.0,1
2154,00001438.jpg,640,960,132,127,291,403,True,43884,"(640, 960)",1.0,1
2155,00000726.jpg,1300,956,533,39,811,271,True,64496,"(1300, 956)",1.0,1
2161,00002131.jpg,684,1024,189,121,488,641,True,155480,"(684, 1024)",1.0,1
2162,00002125.jpg,1000,666,245,1,682,325,True,141588,"(1000, 666)",1.0,1
2163,00002643.jpg,681,1024,295,211,434,454,True,33777,"(681, 1024)",1.0,1
2164,00003213.jpg,626,417,299,47,439,155,True,15120,"(626, 417)",1.0,1
2165,00001404.jpg,600,900,213,88,284,212,True,8804,"(600, 900)",1.0,1
2166,00001410.jpg,1000,1250,385,437,589,734,True,60588,"(1000, 1250)",1.0,1
2167,00002119.jpg,1500,1120,530,1,1001,402,True,188871,"(1500, 1120)",1.0,1
2168,00000068.jpg,1177,1175,521,67,668,233,True,24402,"(1177, 1175)",1.0,1
2171,00001376.jpg,400,620,107,126,191,276,True,12600,"(400, 620)",1.0,1
2172,00002858.jpg,525,315,168,31,423,209,True,45390,"(525, 315)",0.0,0
2173,00002680.jpg,2500,1831,409,519,919,954,True,221850,"(2500, 1831)",1.0,1
2174,00001389.jpg,736,863,242,41,600,530,True,175062,"(736, 863)",1.0,1
2175,00000097.jpg,4256,2832,2214,752,2962,1331,True,433092,"(4256, 2832)",1.0,1
2176,00000901.jpg,866,1390,553,251,638,409,True,13430,"(866, 1390)",0.0,0
2177,00000524.jpg,970,714,553,108,774,297,True,41769,"(970, 714)",1.0,1
2180,00002441.jpg,4256,2832,779,484,1769,1235,True,743490,"(4256, 2832)",1.0,1
2181,00001148.jpg,1331,2000,476,613,754,1099,True,135108,"(1331, 2000)",1.0,1
2182,00000256.jpg,1300,956,342,160,538,328,True,32928,"(1300, 956)",1.0,1
2184,00000530.jpg,1300,866,534,342,752,512,True,37060,"(1300, 866)",1.0,1
2188,00003039.jpg,509,339,302,28,497,183,True,30225,"(509, 339)",1.0,1
2190,00000518.jpg,400,211,87,93,198,159,True,7326,"(400, 211)",1.0,1
2191,00001606.jpg,867,1300,379,155,478,327,True,17028,"(867, 1300)",1.0,1
2192,00001821.jpg,1024,683,238,18,707,383,True,171185,"(1024, 683)",1.0,1
2193,00002496.jpg,956,1280,423,374,521,527,True,14994,"(956, 1280)",1.0,1
2194,00000281.jpg,2832,4256,1236,1109,1867,2213,True,696624,"(2832, 4256)",0.0,0
2195,00002482.jpg,1000,774,577,258,704,372,True,14478,"(1000, 774)",1.0,1
2197,00001835.jpg,590,393,33,84,196,211,True,20701,"(590, 393)",1.0,1
2198,00001809.jpg,800,533,107,41,593,418,True,183222,"(800, 533)",1.0,1
2199,00001808.jpg,590,393,255,4,590,342,True,113230,"(590, 393)",1.0,1
2200,00002483.jpg,750,500,174,55,315,162,True,15087,"(750, 500)",1.0,1
2201,00001834.jpg,683,1024,228,95,310,236,True,11562,"(683, 1024)",1.0,1
2202,00001820.jpg,1300,950,481,24,899,378,True,147972,"(1300, 950)",1.0,1
2203,00000280.jpg,1000,667,132,155,390,351,True,50568,"(1000, 667)",1.0,1
2208,00002497.jpg,400,264,205,34,358,152,True,18054,"(400, 264)",1.0,1
2209,00001175.jpg,600,420,225,34,391,169,True,22410,"(600, 420)",1.0,1
2210,00001613.jpg,736,736,259,123,434,327,True,35700,"(736, 736)",1.0,1
2211,00003004.jpg,800,800,214,261,430,512,True,54216,"(800, 800)",1.0,1
2212,00003010.jpg,382,287,16,1,381,286,True,104025,"(382, 287)",1.0,1
2213,00001607.jpg,2410,3679,1142,1140,1393,1587,True,112197,"(2410, 3679)",1.0,1
2214,00000519.jpg,1000,667,220,57,579,336,True,100161,"(1000, 667)",1.0,1
2218,00001161.jpg,332,519,61,3,242,325,True,58282,"(332, 519)",1.0,1
2219,00002468.jpg,980,654,75,23,645,457,True,247380,"(980, 654)",1.0,1
2220,00001149.jpg,1257,1300,524,171,731,421,True,51750,"(1257, 1300)",1.0,1
2221,00002440.jpg,338,450,240,107,277,165,True,2146,"(338, 450)",1.0,1
2223,00003038.jpg,612,407,324,72,470,187,True,16790,"(612, 407)",1.0,1
2225,00002326.jpg,474,640,133,99,289,343,True,38064,"(474, 640)",1.0,1
2226,00000525.jpg,612,416,33,122,175,233,True,15762,"(612, 416)",1.0,1
2229,00002454.jpg,500,750,186,63,316,288,True,29250,"(500, 750)",1.0,1
2230,00000243.jpg,870,580,384,62,624,249,True,44880,"(870, 580)",1.0,1
2231,00002871.jpg,858,1390,226,247,325,435,True,18612,"(858, 1390)",1.0,1
2233,00000900.jpg,590,393,247,47,365,138,True,10738,"(590, 393)",1.0,1
2234,00000928.jpg,333,519,131,76,193,189,True,7006,"(333, 519)",1.0,1
2235,00001388.jpg,800,630,167,72,459,334,True,76504,"(800, 630)",1.0,1
2236,00002681.jpg,236,354,139,76,174,137,True,2135,"(236, 354)",1.0,1
2237,00000082.jpg,1150,1680,454,516,758,1033,True,157168,"(1150, 1680)",1.0,1
2238,00002118.jpg,1200,799,134,128,817,658,True,361990,"(1200, 799)",1.0,1
2239,00003206.jpg,600,400,212,94,299,162,True,5916,"(600, 400)",1.0,1
2242,00001411.jpg,612,329,267,79,483,213,True,28944,"(612, 329)",1.0,1
2243,00001377.jpg,683,1024,253,27,405,293,True,40432,"(683, 1024)",1.0,1
2244,00000069.jpg,1000,1500,399,909,515,1112,True,23548,"(1000, 1500)",1.0,1
2245,00001363.jpg,1024,768,427,58,607,215,True,28260,"(1024, 768)",1.0,1
2248,00001405.jpg,318,450,122,134,170,213,True,3792,"(318, 450)",1.0,1
2249,00003212.jpg,800,800,259,278,518,579,True,77959,"(800, 800)",1.0,1
2250,00002124.jpg,1300,956,563,69,1228,638,True,378385,"(1300, 956)",1.0,1
2251,00000055.jpg,750,1050,343,1,451,160,True,17172,"(750, 1050)",1.0,1
2252,00000041.jpg,1024,683,244,20,768,426,True,212744,"(1024, 683)",1.0,1
2253,00002130.jpg,2000,1334,774,195,1350,642,True,257472,"(2000, 1334)",1.0,1
2254,00001439.jpg,333,519,129,103,185,204,True,5656,"(333, 519)",1.0,1
2255,00000860.jpg,1500,1120,644,54,880,259,True,48380,"(1500, 1120)",1.0,1
2256,00002911.jpg,1600,1167,183,90,1069,842,True,666272,"(1600, 1167)",1.0,1
2257,00000874.jpg,866,1300,294,1,467,284,True,48959,"(866, 1300)",1.0,1
2258,00000684.jpg,1030,580,312,20,622,228,True,64480,"(1030, 580)",1.0,1
2259,00002939.jpg,566,850,262,153,330,271,True,8024,"(566, 850)",1.0,1
2260,00000848.jpg,1500,1000,509,122,897,423,True,116788,"(1500, 1000)",1.0,1
2261,00002087.jpg,1300,956,225,32,1106,770,True,650178,"(1300, 956)",1.0,1
2262,00003399.jpg,390,280,142,61,243,145,True,8484,"(390, 280)",1.0,1
2263,00003372.jpg,408,612,151,266,203,356,True,4680,"(408, 612)",1.0,1
2264,00001203.jpg,333,519,158,68,223,187,True,7735,"(333, 519)",1.0,1
2265,00001571.jpg,2693,3914,880,606,1507,1666,True,664620,"(2693, 3914)",1.0,1
2266,00002736.jpg,640,467,154,61,288,175,True,15276,"(640, 467)",1.0,1
2273,00003428.jpg,1000,1000,295,288,475,497,True,37620,"(1000, 1000)",1.0,1
2274,00000135.jpg,3689,5515,1669,1285,2226,2254,True,539733,"(3689, 5515)",1.0,1
2276,00002722.jpg,1024,682,298,1,881,428,True,248941,"(1024, 682)",1.0,1
2277,00002044.jpg,1300,957,846,98,1015,242,True,24336,"(1300, 957)",1.0,1
2278,00000653.jpg,1040,694,451,113,678,289,True,39952,"(1040, 694)",1.0,1
2281,00001968.jpg,2000,1333,854,259,1183,514,True,83895,"(2000, 1333)",1.0,1
2282,00001798.jpg,860,1300,315,132,424,324,True,20928,"(860, 1300)",1.0,1
2283,00000486.jpg,402,604,157,67,209,159,True,4784,"(402, 604)",1.0,1
2284,00001940.jpg,626,417,220,39,421,194,True,31155,"(626, 417)",1.0,1
2285,00000492.jpg,1001,1500,383,124,606,513,True,86747,"(1001, 1500)",1.0,1
2286,00001954.jpg,1473,980,729,107,1348,586,True,296501,"(1473, 980)",1.0,1
2287,00002508.jpg,236,346,59,25,124,136,True,7215,"(236, 346)",0.0,0
2288,00001001.jpg,800,582,301,57,487,215,True,29388,"(800, 582)",1.0,1
2289,00000479.jpg,565,321,485,164,565,223,True,4720,"(565, 321)",1.0,1
2290,00001767.jpg,612,408,124,12,480,289,True,98612,"(612, 408)",1.0,1
2291,00001773.jpg,683,1024,216,213,472,661,True,114688,"(683, 1024)",1.0,1
2292,00001015.jpg,333,519,142,36,204,151,True,7130,"(333, 519)",1.0,1
2293,00000323.jpg,866,1390,367,225,507,485,True,36400,"(866, 1390)",1.0,1
2294,00000445.jpg,973,648,123,199,317,350,True,29294,"(973, 648)",1.0,1
2298,00001983.jpg,1000,667,496,90,803,328,True,73066,"(1000, 667)",1.0,1
2299,00001997.jpg,400,309,158,1,357,171,True,33830,"(400, 309)",1.0,1
2300,00002246.jpg,590,394,143,1,430,216,True,61705,"(590, 394)",1.0,1
2301,00000337.jpg,600,420,431,104,493,155,True,3162,"(600, 420)",1.0,1
2302,00001981.jpg,1068,1700,381,177,676,711,True,157530,"(1068, 1700)",1.0,1
2303,00000447.jpg,390,280,159,58,230,118,True,4260,"(390, 280)",1.0,1
2305,00002536.jpg,612,459,204,18,496,273,True,74460,"(612, 459)",1.0,1
2306,00000321.jpg,640,800,223,122,302,235,True,8927,"(640, 800)",1.0,1
2310,00002244.jpg,400,600,152,67,316,352,True,46740,"(400, 600)",1.0,1
2311,00000453.jpg,1000,667,481,133,592,217,True,9324,"(1000, 667)",1.0,1
2315,00003172.jpg,262,280,75,197,119,250,True,2332,"(262, 280)",1.0,1
2326,00001003.jpg,500,333,148,63,327,202,True,24881,"(500, 333)",1.0,1
2327,00000309.jpg,1000,667,293,18,770,387,True,176013,"(1000, 667)",1.0,1
2328,00001017.jpg,800,533,399,54,559,178,True,19840,"(800, 533)",1.0,1
2329,00001771.jpg,1000,667,133,63,755,545,True,299804,"(1000, 667)",1.0,1
2330,00003166.jpg,1300,956,531,79,1087,555,True,264656,"(1300, 956)",1.0,1
2331,00002293.jpg,1335,2000,638,413,843,772,True,73595,"(1335, 2000)",1.0,1
2332,00001942.jpg,400,280,204,34,324,130,True,11520,"(400, 280)",1.0,1
2333,00001956.jpg,1300,956,394,109,1000,628,True,314514,"(1300, 956)",1.0,1
2334,00002287.jpg,433,650,120,36,336,412,True,81216,"(433, 650)",1.0,1
2335,00000123.jpg,681,1024,268,139,350,281,True,11644,"(681, 1024)",1.0,1
2336,00002052.jpg,1300,956,480,125,871,453,True,128248,"(1300, 956)",1.0,1
2337,00000645.jpg,590,393,299,109,422,202,True,11439,"(590, 393)",1.0,1
2342,00000889.jpg,612,408,215,66,435,237,True,37620,"(612, 408)",1.0,1
2343,00002046.jpg,1500,1120,490,96,904,455,True,148626,"(1500, 1120)",1.0,1
2344,00003358.jpg,800,533,235,173,406,305,True,22572,"(800, 533)",1.0,1
2347,00000137.jpg,600,900,217,23,325,207,True,19872,"(600, 900)",1.0,1
2348,00003416.jpg,236,346,83,11,118,70,True,2065,"(236, 346)",1.0,1
2350,00002708.jpg,2000,1228,60,115,469,407,True,119428,"(2000, 1228)",1.0,1
2354,00000679.jpg,1024,683,652,223,817,351,True,21120,"(1024, 683)",1.0,1
2360,00001567.jpg,406,608,167,36,266,207,True,16929,"(406, 608)",1.0,1
2361,00003370.jpg,500,700,196,85,273,211,True,9702,"(500, 700)",1.0,1
2362,00003364.jpg,736,917,378,92,501,267,True,21525,"(736, 917)",1.0,1
2363,00001215.jpg,1001,1600,437,143,548,350,True,22977,"(1001, 1600)",1.0,1
2364,00003402.jpg,236,354,81,45,149,163,True,8024,"(236, 354)",1.0,1
2365,00002085.jpg,600,900,271,61,344,186,True,9125,"(600, 900)",1.0,1
2366,00000876.jpg,1500,1178,639,97,1018,444,True,131513,"(1500, 1178)",1.0,1
2367,00002640.jpg,612,408,264,68,531,276,True,55536,"(612, 408)",1.0,1
2368,00002898.jpg,600,401,1,3,501,393,True,195000,"(600, 401)",1.0,1
2369,00003238.jpg,612,413,72,89,322,282,True,48250,"(612, 413)",1.0,1
2370,00002132.jpg,1600,1167,553,46,942,383,True,131093,"(1600, 1167)",1.0,1
2371,00002654.jpg,900,600,339,105,898,539,True,242606,"(900, 600)",1.0,1
2372,00001413.jpg,1300,1021,498,90,842,404,True,108016,"(1300, 1021)",1.0,1
2373,00001407.jpg,1023,759,255,31,569,302,True,85094,"(1023, 759)",1.0,1
2374,00000719.jpg,626,417,153,20,272,113,True,11067,"(626, 417)",1.0,1
2380,00002683.jpg,792,1024,484,194,599,366,True,19780,"(792, 1024)",1.0,1
2382,00000094.jpg,1024,682,402,26,685,245,True,61977,"(1024, 682)",1.0,1
2383,00002867.jpg,1920,1080,816,171,1146,387,True,71280,"(1920, 1080)",1.0,1
2384,00000916.jpg,681,1024,323,20,404,159,True,11259,"(681, 1024)",1.0,1
2385,00000902.jpg,600,400,329,144,477,259,True,17020,"(600, 400)",1.0,1
2386,00000533.jpg,1500,1101,880,271,1312,640,True,159408,"(1500, 1101)",1.0,1
2393,00000255.jpg,401,343,239,67,392,219,True,23256,"(401, 343)",1.0,1
2395,00002456.jpg,629,472,104,229,174,288,True,4130,"(629, 472)",1.0,1
2396,00000527.jpg,1300,1002,252,202,470,398,True,42728,"(1300, 1002)",1.0,1
2401,00001639.jpg,682,1024,338,73,501,356,True,46129,"(682, 1024)",1.0,1
2402,00002318.jpg,1728,1075,519,81,681,198,True,18954,"(1728, 1075)",1.0,1
2404,00003006.jpg,800,800,193,103,350,285,True,28574,"(800, 800)",1.0,1
2406,00001611.jpg,1024,683,433,33,682,226,True,48057,"(1024, 683)",1.0,1
2407,00001177.jpg,667,1000,400,66,512,262,True,21952,"(667, 1000)",1.0,1
2408,00001163.jpg,1600,1167,428,29,1142,649,True,442680,"(1600, 1167)",1.0,1
2409,00001605.jpg,2940,1960,1030,144,1672,641,True,319074,"(2940, 1960)",1.0,1
2410,00003012.jpg,510,340,56,50,409,318,True,94604,"(510, 340)",0.0,0
2411,00001836.jpg,1500,1120,448,66,861,425,True,148267,"(1500, 1120)",1.0,1
2412,00000296.jpg,682,1023,285,186,407,395,True,25498,"(682, 1023)",1.0,1
2413,00001188.jpg,333,519,117,24,189,156,True,9504,"(333, 519)",1.0,1
2414,00002481.jpg,700,467,157,90,359,247,True,31714,"(700, 467)",1.0,1
2415,00002495.jpg,1024,682,126,80,478,353,True,96096,"(1024, 682)",1.0,1
2416,00000282.jpg,434,650,196,133,303,321,True,20116,"(434, 650)",1.0,1
2417,00001822.jpg,318,450,115,25,176,123,True,5978,"(318, 450)",1.0,1
2418,00000283.jpg,1272,1960,485,280,607,498,True,26596,"(1272, 1960)",1.0,1
2419,00001823.jpg,683,1023,243,117,382,361,True,33916,"(683, 1023)",1.0,1
2420,00001837.jpg,867,1390,316,189,517,566,True,75777,"(867, 1390)",1.0,1
2421,00001162.jpg,1000,569,381,77,614,231,True,35882,"(1000, 569)",0.0,0
2422,00001176.jpg,1800,1800,940,292,1200,594,True,78520,"(1800, 1800)",1.0,1
2423,00000240.jpg,400,267,37,2,228,150,True,28268,"(400, 267)",1.0,1
2426,00002325.jpg,1500,1101,617,108,1049,477,True,159408,"(1500, 1101)",1.0,1
2427,00000532.jpg,1000,667,97,169,320,342,True,38579,"(1000, 667)",1.0,1
2431,00000254.jpg,864,1296,330,233,461,460,True,29737,"(864, 1296)",1.0,1
2432,00000903.jpg,2936,1960,1061,464,1803,1041,True,428134,"(2936, 1960)",1.0,1
2433,00002872.jpg,510,340,31,65,382,331,True,93366,"(510, 340)",1.0,1
2434,00002866.jpg,800,600,427,71,630,251,True,36540,"(800, 600)",1.0,1
2438,00000917.jpg,2000,1375,820,306,1171,587,True,98631,"(2000, 1375)",1.0,1
2439,00002696.jpg,866,1300,279,156,539,621,True,120900,"(866, 1300)",1.0,1
2440,00000095.jpg,612,408,159,1,457,220,True,65262,"(612, 408)",1.0,1
2441,00002682.jpg,600,401,47,56,271,230,True,38976,"(600, 401)",1.0,1
2443,00000718.jpg,1280,1280,951,459,1152,699,True,48240,"(1280, 1280)",1.0,1
2450,00001406.jpg,768,768,126,120,603,675,True,264735,"(768, 768)",1.0,1
2451,00002669.jpg,612,408,263,68,482,238,True,37230,"(612, 408)",1.0,1
2456,00001360.jpg,2000,1333,756,102,1262,503,True,202906,"(2000, 1333)",1.0,1
2457,00001374.jpg,863,1300,248,208,436,538,True,62040,"(863, 1300)",1.0,1
